,Unnamed: 0,Country Name,Region,Happiness Score,Year,Income Group,Lending Category,Other Groups,EG.ELC.ACCS.ZS,SE.PRM.TENR,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.AEDU.GN.ZS,NY.ADJ.ICTR.GN.ZS,SP.POP.DPND,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,GC.XPN.TOTL.GD.ZS,SH.XPD.EHEX.CH.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,SE.ADT.1524.LT.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,SE.SEC.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,EG.FEC.RNEW.ZS,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS,FP.WPI.TOTL
167,167,Hungary,Latin America & Caribbean,5.323999882,2017,Lower middle income,IDA,HIPC,100.0,,,,,,49.01838215,,,,,,,139135000000.0,3.98871037,30.36338933,,4.946587536,2.4,4.5,9781127,,,,93030.0,,172.3603754,4.155700207,
168,168,Iceland,Europe & Central Asia,7.561,2015,High income: OECD,,,100.0,98.6384,9.616615556000001,8.480405363,7.520497381,24.25693461,51.57710494,12.5,6.6,28.628020000000006,28.12977,30.48061951,0.0,16942247374.0,4.311317806,26.4707423,,5.672919079,1.1,2.3,330815,,10.14405,77.02968921,103000.0,23.45944788,99.0431244,3.979199886,
169,169,Iceland,Europe & Central Asia,7.501,2016,High income: OECD,,,100.0,99.51819,11.63015347,10.09134066,7.520497381,28.93107422,52.07411504,12.0,6.9,,,33.63735719,,20304098101.0,7.481450239,27.80972865,,1.826944015,1.1,2.2,335439,,,,103000.0,38.51883998,90.41946016,2.977900028,
170,170,Iceland,Europe & Central Asia,7.504000187000001,2017,High income: OECD,,,100.0,,,,,,52.72437619,,,,,,,23909289979.0,3.642226802,26.28310069,,,1.0,2.1,341284,,,,103000.0,,89.81261114,2.741899967,
171,171,India,Europe & Central Asia,4.565,2015,High income: OECD,,,88.0,,6.975204418,5.73350265,3.08,32.87842721,52.19299717,19.269,7.303,,,,0.88808166,2102390000000.0,8.154425028,30.84089668,,12.75892381,26.1,44.1,1309053980,31.65018,31.49146,36.02122257,3287259.063,,41.94667991,,126.3747769
172,172,India,Europe & Central Asia,4.404,2016,High income: OECD,,,84.52681732,,6.54828172,5.331875536,3.08,30.56082877,51.52284711,19.013,7.31,,,,,2274230000000.0,7.112686097,30.05807689,,7.895590256,25.0,41.6,1324171354,28.49097,35.21588,,3287259.063,,40.34917931,,128.90184409999998
173,173,India,Europe & Central Asia,4.315000057,2017,High income: OECD,,,86.26340866000001,,,,,,50.99285062,,,,,,,2600820000000.0,6.681182282000001,29.51339179,,5.738071183,24.0,39.4,1339180127,,,,3287259.063,,41.07037172,,
174,174,Indonesia,South Asia,5.399,2015,Lower middle income,IBRD,,97.53736744,,6.049745087000001,4.8046496880000005,3.272975817,33.04648008,49.15083198,19.35,7.096,42.59993,26.99605,14.50131829,0.61120707,860854000000.0,4.8763223,32.80056833,99.67007,4.329308882,13.3,27.2,258162113,,,36.8793481,1913580.0,10.75348778,41.93764024,4.513999939,143.7185197
175,175,Indonesia,South Asia,5.314,2016,Lower middle income,IBRD,,97.62,91.71123,7.290476396,6.0769688460000015,3.272975817,33.2852523,48.92957458,18.986,7.122000000000001,,,14.86693565,,932256000000.0,5.033279592,32.67277681,99.66881,4.256510046,12.8,26.3,261115456,14.11492,13.97814,,1913580.0,10.33214511,37.4388945,4.300700188,155.05338899999995
176,176,Indonesia,South Asia,5.262000083999999,2017,Lower middle income,IBRD,,97.57868372,92.7346,,,,,48.5350511,,,,,,,1015540000000.0,5.067680274,33.58923562,,4.27341918,12.4,25.4,263991379,15.3284,16.06371,,1913580.0,,39.53623536,4.184800148,
177,177,Iran,East Asia & Pacific,4.686,2015,Lower middle income,IBRD,,99.97505188,99.41444,-5.935668268,-7.060966381,2.741329958,,40.18705141,17.102999999999998,4.546,26.73435,37.88715,,,385874000000.0,-1.32064512,37.00651586,,-4.639570372,9.8,16.0,79360487,17.017329999999998,26.774140000000006,0.913005057,1745150.0,,39.01730070000001,11.06000042,
178,178,Iran,East Asia & Pacific,4.813,2016,Lower middle income,IBRD,,100.0,,3.507696081,2.325415423,2.741329958,,40.62463301,16.544,4.513,28.852490000000003,36.52996,,,418977000000.0,13.39624446,37.29247519,98.10135,6.857453893,9.4,15.5,80277428,,,,1745150.0,,43.21446335,12.43000031,
179,179,Iran,East Asia & Pacific,4.691999912,2017,Lower middle income,IBRD,,99.98752594,,,,,,41.09996474,,,30.12441,33.03826,,,454013000000.0,3.755187367,38.94624957,,5.309054687,9.1,14.9,81162788,,,,1745150.0,,48.78063765,12.10000038,
180,180,Iraq,Middle East & North Africa,4.677,2015,Upper middle income,IBRD,,99.86218262,,,,4.6,18.10470156,77.73008484,33.628,5.096,,,25.39772081,0.27033679,177499000000.0,2.477664617,17.41544402,,-25.70000178,18.2,32.3,36115649,,,0.798830769,435051.9922,1.241369451,76.75791506,,
181,181,Iraq,Middle East & North Africa,4.575,2016,Upper middle income,IBRD,,100.0,,,,4.6,12.40955756,77.47028353,33.207,5.02,,,25.94381725,,170560000000.0,13.02415372,11.69888915,,5.899999997,17.6,31.3,37202572,,,,435051.9922,2.029599064,73.82109287,,
182,182,Iraq,Middle East & North Africa,4.497000217,2017,Upper middle income,IBRD,,99.93109131,,,,,,77.25593131,,,,,,,192061000000.0,-2.073172097,16.44762533,,,17.1,30.4,38274618,,,,435051.9922,,75.99849712,,
183,183,Ireland,Middle East & North Africa,6.94,2015,Upper middle income,IBRD,,100.0,99.95062,6.644156241,5.641279214,5.901491139,40.58138237,53.763546,14.1,6.5,36.86934,33.29748,27.12796031,0.0,290617000000.0,25.55726885,54.32955895,,93.86595175,2.3,3.7,4701957,,,9.081399013,70280.0,18.86715192,216.1867066,9.903599739,
184,184,Ireland,Middle East & North Africa,6.907,2016,Upper middle income,IBRD,,100.0,99.97016,10.13289992,8.896672836,5.901491139,43.98158504,54.51658572,13.5,6.4,,,25.12494779,,304819000000.0,5.141460154,54.65071483,,2.708726099,2.2,3.6,4755335,,,,70280.0,18.78235827,221.1580156,8.366499901000001,
185,185,Ireland,Middle East & North Africa,6.977000237,2017,Upper middle income,IBRD,,100.0,,,,,,55.19570627,,,,,,,333731000000.0,7.802381607999999,56.34923669,,9.238063769,2.2,3.5,4813608,,,,70280.0,,207.890848,6.710499763,
186,186,Israel,Europe & Central Asia,7.278,2015,High income: OECD,,Euro area,100.0,97.55669,5.160621853,3.097590835,5.268638318,25.1470956,64.15756743,21.3,5.3,38.68047,30.62612,36.96404705,,299094000000.0,3.037943899,22.76777446,,0.167557416,2.1,3.8,8380100,,12.08838,3.707766913,22070.0,23.37929254,59.52921322,5.250999928,104.8269637
187,187,Israel,Europe & Central Asia,7.267,2016,High income: OECD,,Euro area,100.0,97.05258,4.740718198,2.707429507,5.268638318,24.57872058,64.94990221,21.2,5.1,,,36.46108073,,317748000000.0,4.094335591,22.57168303,,1.112199687,2.0,3.7,8546000,,12.07069,,22070.0,23.37305934,58.44597425,4.797999859,101.0326193
188,188,Israel,Europe & Central Asia,7.212999821,2017,High income: OECD,,Euro area,100.0,,,,,,65.55075783,,,,,,,350851000000.0,3.331562794,,,,2.0,3.6,8712400,,,,22070.0,,,4.215000153,
189,189,Italy,Middle East & North Africa,5.948,2015,High income: OECD,,,100.0,99.04157,1.159327609,1.256868053,3.88231876,18.87202749,56.46901184,8.0,10.7,24.97218,42.74304,42.3586805,,1832870000000.0,0.951958872,20.23640852,,2.792291159,2.1,3.5,60730582,11.29297,12.02716,16.51685058,301340.0,23.41690536,56.92206259,11.89599991,
190,190,Italy,Middle East & North Africa,5.977,2016,High income: OECD,,,100.0,98.61219,2.788965011,2.963735503,3.88231876,19.60127555,57.02901279,7.8,10.1,,,42.30178195,,1859380000000.0,0.85826263,20.34700536,,1.179420664,2.0,3.4,60627498,10.04517,11.12385,,301340.0,23.6595645,56.35103785,11.6882,
191,191,Italy,Middle East & North Africa,5.964000225,2017,High income: OECD,,,100.0,,,,,,57.57652093,,,,,,,1934800000000.0,1.502291372,20.32814061,,2.101226291,2.0,3.4,60551416,,,,301340.0,,59.5145989,11.210599900000002,
192,192,Jamaica,Europe & Central Asia,5.709,2015,High income: OECD,,Euro area,97.27888489,,2.75526369,2.402946721,5.505097546,18.7123466,48.71448596,16.809,6.928,36.68302,39.44272,25.79069631,2.25321347,14145469269.0,0.90484599,5.053739141,,1.995020532,11.5,16.2,2871934,16.428739999999998,21.97603,16.77190746,10990.0,24.81937684,76.10510996,13.51130009,
193,193,Jamaica,Europe & Central Asia,5.51,2016,High income: OECD,,Euro area,98.20426941,,-0.586062714,-0.911110722,5.505097546,21.460238,48.0806619,16.629,6.98,35.87399,38.94375,26.20126179,,14072135209.0,1.380658383,7.935663352000001,,1.940147096,11.1,15.7,2881355,18.10698,22.64723,,10990.0,26.02650689,75.92991885,13.19180012,
194,194,Jamaica,Europe & Central Asia,5.31099987,2017,High income: OECD,,Euro area,97.74157715,,,,,,47.95270508,,,37.87799,36.25373,,,14781107822.0,0.978556223,8.116679307,,1.99651698,10.8,15.2,2890299,15.49229,22.10634,,10990.0,,82.57010082,11.6590004,
195,195,Japan,Latin America & Caribbean,5.987,2015,Upper middle income,IBRD,,100.0,98.79994,3.846126404,3.956391598,2.985204668,26.23573692,63.95212579,8.0,10.3,,,17.14929233,,4394980000000.0,1.353823114,23.58675739,,3.767903063,0.9,3.0,127141000,11.3877,16.176660000000002,6.297357081,377971.0156,11.4092707,35.59640126,3.400000095,
196,196,Japan,Latin America & Caribbean,5.921,2016,Upper middle income,IBRD,,100.0,98.23516,0.096327233,0.211789002,2.985204668,26.48446996,65.29010631,7.8,10.5,32.99338,38.76294,16.93938369,,4949270000000.0,0.938193886,24.53600715,,1.963389179,0.9,2.7,126994511,11.21106,15.87224,,377970.0,11.10336454,31.26658245,3.099999905,
197,197,Japan,Latin America & Caribbean,5.920000076,2017,Upper middle income,IBRD,,100.0,,,,,,66.48737985,,,,,,,4872140000000.0,1.712581131,,,,0.9,2.6,126785797,,,,377970.0,,,2.799999952,
198,198,Jordan,East Asia & Pacific,5.192,2015,High income: OECD,,,99.99832153,,7.029390967,2.939575093,4.246094702,,66.08641395,27.043000000000006,3.829,,,,6.69056153,37517410282.0,2.39169597,1.200192828,,1.336650321,10.8,18.1,9159302,,,3.229170042,89320.0,,98.07690674,13.07499981,
199,199,Jordan,East Asia & Pacific,5.303,2016,High income: OECD,,,100.0,,1.830056958,-1.362968011,4.246094702,,65.47088003,26.469,3.828,42.53879000000001,37.01023,,,38654727746.0,2.003733642,1.123139768,,1.145489543,10.5,17.6,9455802,,18.36314,,89320.0,,91.31656351,15.27499962,
200,200,Jordan,East Asia & Pacific,5.335999966,2017,High income: OECD,,,99.999160765,,,,,,64.78502892,,,43.24167,37.67145,,,40068308451.0,1.970023483,1.402247971,,1.019821257,10.1,17.0,9702353,11.431,21.03903,,89320.0,,92.93903626,,
201,201,Kazakhstan,Middle East & North Africa,5.855,2015,Upper middle income,IBRD,,100.0,99.84537,3.116682047,1.620606617,2.864349279,26.61014557,50.44344990000001,22.66,7.48,,65.76005,15.48714271,0.35918143,184388000000.0,1.2,34.64945971,,0.2,5.6,12.0,17542806,7.50668,16.2004,1.5584429119999998,2724901.875,9.835711552000001,53.04972881,4.929999828,
202,202,Kazakhstan,Middle East & North Africa,5.919,2016,Upper middle income,IBRD,,100.0,99.72076,-6.31722035,-7.640005106,2.864349279,23.1734222,52.07481401,22.52,7.37,,68.56174,16.3309403,,137278000000.0,1.1,33.82482971,,1.8,5.3,10.9,17794055,6.7938800000000015,18.5511,,2724901.875,9.924250197000001,60.31159659,4.960000038,
203,203,Kazakhstan,Middle East & North Africa,5.818999767,2017,Upper middle income,IBRD,,100.0,99.10345,,,,,53.65551934,,,,,19.48389349,,162887000000.0,4.1,37.23529664,,6.1,5.3,10.0,18037646,6.5915300000000006,20.75555,,2724901.875,10.55011984,60.62161328,4.900000095,
204,204,Kenya,Europe & Central Asia,4.419,2015,Upper middle income,IBRD,,41.6,,7.9519189039999985,5.182040424,4.933233448999999,15.01972029,78.33341998,31.782,5.841,36.33889,41.76367,22.69333517,18.68333768,64007751188.0,5.718489422,7.062475086,,3.598520135,21.8,48.7,47236259,,30.65055,72.66275251,580370.0,16.25663514,44.21131778,,
205,205,Kenya,Europe & Central Asia,4.356,2016,Upper middle income,IBRD,,56.0,,8.347089376,5.607628735,4.933233448999999,12.14806409,77.04533171,31.309,5.732,,,23.42455897,,70875223143.0,5.869197698,7.62514305,,2.688758458,21.3,47.1,48461567,,,,580370.0,15.79844723,36.75137581,,
206,206,Kenya,Europe & Central Asia,4.552999973,2017,Upper middle income,IBRD,,48.8,,,,,,75.9102398,,,,,,,79263075749.0,4.873936761,4.849849927,,0.163306154,20.9,45.6,49699862,,,,580370.0,,37.25010876,,
207,207,Kosovo,Sub-Saharan Africa,5.589,2015,Lower middle income,IDA,,100.0,,,,,17.95807857,,17.1,7.0,,,,,6440612177.0,4.0944545360000015,-0.8781747740000001,,4.840571661999999,,,1801800,,,20.45090897,10887.0,,72.32371933,32.93000031,
208,208,Kosovo,Sub-Saharan Africa,5.401,2016,Lower middle income,IDA,,100.0,,,,,18.3187558,,16.8,7.0,,,,,6714712389.0,4.0565785960000005,-0.032948386,,2.788175997,,,1816200,,,,10887.0,,74.61326832,27.46999931,
209,209,Kosovo,Sub-Saharan Africa,5.278999805,2017,Lower middle income,IDA,,100.0,,,,,,,,,,,,,7244888738.0,4.227908537,2.488345624,,3.046363507,,,1830700,,,,10887.0,,79.18271255,,
210,210,Kuwait,Europe & Central Asia,6.295,2015,Lower middle income,IDA,,100.0,97.59156,-24.10096363,-27.05809549,3.19,27.83232579,29.7858652,16.872,2.681,,,51.99966351,0.0,114567000000.0,0.593019617,34.25897724,99.25909,-5.654537257,4.6,8.8,3935794,7.5883600000000015,8.86229,0.0,17820.0,1.3807787480000002,98.69986337,2.200000048,115.6827423
211,211,Kuwait,Europe & Central Asia,6.239,2016,Lower middle income,IDA,,100.0,96.73618,-5.897863227,-8.609759774,3.19,22.92554038,30.16285356,16.416,2.739,,,,,110912000000.0,3.547005088,28.79611778,,-5.028342383,4.5,8.4,4052584,,8.85539,,17820.0,,94.6613503,2.160000086,117.1563176
212,212,Kuwait,Europe & Central Asia,6.1050000189999984,2017,Lower middle income,IDA,,100.0,93.19527,,,,,30.61064682,,,,,,,120126000000.0,-2.866431054,31.72642263,99.24358,1.544414026,4.3,8.1,4136528,,8.8586,,17820.0,,97.97635744,,
213,213,Latvia,Middle East & North Africa,5.098,2015,High income: nonOECD,,,100.0,96.48701,4.08835486,4.943946823,4.340582467,21.98097934,52.4729581,11.1,14.4,30.08773,31.39477,43.91020444,,26972863394.0,2.971703832,21.72396223,,0.396257099,2.6,5.0,1977527,8.03226,11.13249,38.09801717,64490.0,22.7669211,121.3179232,9.873000145,
214,214,Latvia,Middle East & North Africa,5.56,2016,High income: nonOECD,,,100.0,96.79255,5.098033109,6.062910841,4.340582467,21.05101202,53.29537596,11.2,14.6,,,42.9118496,,27571513793.0,2.2088192980000003,20.47560949,,5.564295613,2.4,4.6,1959537,8.10571,11.3295,,64490.0,23.88406893,119.18738059999998,9.642900467,
215,215,Latvia,Middle East & North Africa,5.849999905,2017,High income: nonOECD,,,100.0,,,,,,54.225764,,,,,,,30264454642.0,4.549337701000001,20.1398807,,8.048073387999999,2.2,4.2,1940740,,,,64490.0,,122.262454,8.715000153,
216,216,Lebanon,Europe & Central Asia,4.839,2015,High income: nonOECD,,Euro area,100.0,83.64924,6.628624632,2.1057980730000003,2.1,6.91663338,47.34825078,15.377,4.591,,,22.90629899,1.36584849,49910270062.0,0.243328888,0.957329672,,-4.778949317,4.9,8.4,5851479,,,3.64671967,10450.0,13.47019549,72.39802241,,
217,217,Lebanon,Europe & Central Asia,5.129,2016,High income: nonOECD,,Euro area,100.0,84.35265,0.875549075,-1.730683796,2.1,7.693714472999999,46.81548963,15.47,4.62,,,25.67801759,,51483909755.0,1.74074199,-0.710497053,,-6.561750551,4.7,8.1,6006668,7.67398,12.17537,,10450.0,13.43692833,69.43950055,,
218,218,Lebanon,Europe & Central Asia,5.224999905,2017,High income: nonOECD,,Euro area,100.0,88.54315,,,,,46.20590073,,,,,25.71718914,,53576985687.0,1.529097084,0.449711574,,-12.69961451,4.5,7.8,6082357,7.88391,12.48274,,10450.0,15.20240258,67.84597729999999,,
219,219,Lesotho,Middle East & North Africa,4.898,2015,Upper middle income,IBRD,,27.92323875,80.14511999999998,7.730517673,6.300811795,9.73,23.15002058,66.92342529,28.158,12.919,,,37.56182245,26.32559638,2510312805.0,2.766659718,-10.37501105,,12.23913988,39.3,93.8,2174645,23.95153,33.08664,52.13920609,30360.0,40.51567388,121.9393251,,
220,220,Lesotho,Middle East & North Africa,4.353000044,2016,Upper middle income,IBRD,,29.73330879,80.51201999999998,1.358707712,0.016837543,9.73,18.8626494,66.68792035,27.872,12.702,,,37.75790095,,2323419619.0,3.178986683,-10.84697973,,18.85136027,38.7,88.9,2203821,23.16604,33.75653,,30360.0,33.72935043,123.64659740000002,,
221,221,Lesotho,Middle East & North Africa,3.808000088,2017,Upper middle income,IBRD,,28.82827377,81.56503000000002,,,,,66.38126144,,,,,41.29707849,,2578265358.0,-2.286299037,,,-6.330262896,37.9,85.9,2233339,25.34293,32.94806,,30360.0,37.24961501,,,
222,222,Liberia,Sub-Saharan Africa,4.5710000000000015,2015,Lower middle income,IDA,,13.84009171,37.68327,-0.388378985,-2.798829053,3.66,-3.292439604,83.17926659,34.721,8.12,,,,70.92576453,3177000000.0,0.0,-66.92231036,,-0.073816439,26.3,80.1,4499621,18.39079,30.44637,83.84704334,111370.0,,126.0176896,,
223,223,Liberia,Sub-Saharan Africa,3.622,2016,Lower middle income,IDA,,19.8,36.75459,-1.370395232,-3.811689171,3.66,,82.31871356,34.318000000000005,7.888,,,,,3277826000.0,-1.599584075,-58.75912876,,-4.8,25.7,77.4,4613823,15.18504,27.0679,,111370.0,,121.6764404,,
224,224,Liberia,Sub-Saharan Africa,3.532999992,2017,Lower middle income,IDA,,16.820045855,,,,,,81.38261376,,,,,,,3285455000.0,2.468626095,-53.93535142,,5.042016807,25.1,74.7,4731906,,,,111370.0,,122.9898812,,
225,225,Libya,Sub-Saharan Africa,5.754,2015,Low income,IDA,HIPC,98.52876282,,,,2.1374382,,49.08705934,20.186,5.2010000000000005,,,,,27842131486.0,-8.862039363,,,,7.0,13.3,6234955,,,1.966554457,1759540.0,,114.2459221,,
226,226,Libya,Sub-Saharan Africa,5.615,2016,Low income,IDA,HIPC,98.53672791,,,,2.1374382,,48.76446306,19.672,5.207999999999998,,,,,26221660076.0,-2.79546889,,,,6.8,12.8,6293253,,,,1759540.0,,70.21426341,,
227,227,Libya,Sub-Saharan Africa,5.525000095,2017,Low income,IDA,HIPC,98.532745365,,,,,,48.33060427,,,,,,,38107728083.0,26.67587012,,,,6.5,12.4,6374616,,,,1759540.0,,72.60801571,,
228,228,Lithuania,Middle East & North Africa,5.832999999999998,2015,Upper middle income,IBRD,,100.0,99.75232,0.5457115339999999,1.496062354,15.52,19.04881096,49.88303086,10.8,14.4,16.548270000000002,36.67061,32.62202525,0.28787239,41508609233.0,2.034648974,20.10388865,,3.082463905,2.3,5.0,2904910,7.889760000000001,12.86014,28.96117925,65286.00098,16.65671853,152.1532745,9.119999886,
229,229,Lithuania,Middle East & North Africa,5.813,2016,Upper middle income,IBRD,,100.0,99.74473,4.522624616,5.8592621970000005,15.52,17.02508244,50.45613177,10.7,14.3,,,32.81641537,,42773029835.0,2.344880739,18.53742915,,3.05271048,2.2,4.7,2868231,7.68762,13.22845,,65286.00098,17.026298899999997,147.610119,7.862100123999999,
230,230,Lithuania,Sub-Saharan Africa,5.90199995,2017,Low income,IDA,HIPC,100.0,,,,,,51.11579134,,,,,,,47168303744.0,3.828936273,19.4676944,,5.6190309539999985,2.0,4.3,2827721,,,,65286.00098,,160.6015819,7.073200226,
231,231,Luxembourg,Europe & Central Asia,6.9460000000000015,2015,High income: nonOECD,,Euro area,100.0,97.64964,5.255009416,2.800123565,5.566208051,31.92321911,43.62069878,10.7,7.0,31.59853,40.71012,38.78797107,0.00537062,57784495265.0,2.861674636,53.35336088,,1.048323801,1.8,2.7,569604,9.44748,8.45773,9.031313661,2590.0,25.01584779,410.17163710000005,6.668600082,
232,232,Luxembourg,Europe & Central Asia,6.871,2016,High income: nonOECD,,Euro area,100.0,98.79947,4.23965832,2.017007044,5.566208051,31.88028094,44.01927136,10.4,6.8,,,39.15721219,,58631324559.0,3.0826433160000004,53.04990152,,-0.94516953,1.7,2.6,582014,8.82794,8.30333,,2590.0,25.73511818,407.4311038,6.290699959,
233,233,Luxembourg,Europe & Central Asia,6.8629999160000015,2017,High income: nonOECD,,Euro area,100.0,,,,,,44.41457133,,,,,,,62404461275.0,2.297941306,53.35095129999999,,4.146315272,1.7,2.6,599449,,,,2590.0,,423.9862527,5.52159977,
234,234,Macedonia,Europe & Central Asia,5.007,2015,High income: OECD,,Euro area,100.0,91.71095,6.004052755,5.911625204,3.2633632130000003,30.13567572,41.57366562,11.296,9.745,,,28.79460702,0.37790175,10064515432.0,3.855610302,14.18113118,,4.96313939,9.0,12.2,2079308,9.42686,14.40654,24.21812973,25710.0,16.81823312,113.6984439,26.06839943,
235,235,Macedonia,Europe & Central Asia,5.121,2016,High income: OECD,,Euro area,100.0,,6.7293951939999985,6.632061056,3.2633632130000003,32.15465948,42.1506265,11.277,9.798,,,27.78313767,,10672471861.0,2.848441461,17.651796,,-1.530049921,9.8,13.0,2081206,,,,25710.0,16.95115782,116.1855765,23.72439957,
236,236,Macedonia,Europe & Central Asia,5.1750001910000005,2017,High income: OECD,,Euro area,100.0,,,,,,42.75562293,,,,,,,11279509014.0,0.240521014,19.20677911,,1.5384615380000002,10.5,13.7,2083160,,,,25710.0,,124.57281869999998,22.38120079,
237,237,Madagascar,Europe & Central Asia,3.681,2015,Upper middle income,IBRD,,19.03506088,,1.014581523,-1.670990209,2.08,9.67573233,80.10694303,33.4,6.475,,,,26.67951423,9744243531.0,3.116614714,9.590003895,,,19.4,47.8,24234088,,41.1927,70.17441591,587295.0,,67.59478052,,
238,238,Madagascar,Europe & Central Asia,3.695,2016,Upper middle income,IBRD,,22.9,,4.932842504,2.148929673,2.08,14.76523747,79.11943456,33.145,6.3279999999999985,,,,,10001193315.0,4.179990236,12.53016893,,,18.9,45.9,24894551,,40.606,,587295.0,,69.25603703,,
239,239,Madagascar,Europe & Central Asia,3.644000053,2017,Upper middle income,IBRD,,20.967530439999997,,,,,,78.25036209999998,,,,,,,11499803807.0,4.170794766,11.5,,,18.4,44.2,25570895,20.04302,,,587295.0,,74.4538253,,
240,240,Malawi,Sub-Saharan Africa,4.292,2015,Low income,IDA,HIPC,10.8,,3.045302202,0.085518582,5.720239451,7.659402422999999,91.048222,37.053,7.497999999999998,43.9515,27.801920000000006,18.67297789,53.50090801,6373212641.0,2.799999999,4.608620135,72.93561,2.934345013,24.1,61.7,17573607,37.89961,69.50969,83.6494337,118480.0,15.24219537,64.9112746,,
241,241,Malawi,Sub-Saharan Africa,4.1560000000000015,2016,Low income,IDA,HIPC,11.0,,5.28121943,2.266981992,5.720239451,8.826189436,89.65382228,36.704,7.276,43.92015,28.75596,17.94979605,,5433040160.0,2.484040626,-1.7524680119999998,,2.639279215,23.3,58.4,18091575,,,,118480.0,15.48908132,77.90771479,,
242,242,Malawi,Sub-Saharan Africa,3.970000029,2017,Low income,IDA,HIPC,10.9,,,,,,88.56696388,,,,,18.79216588,,6303292264.0,4.000030517,6.212306681,,2.623613004,22.7,55.4,18622104,69.69511,62.30909000000001,,118480.0,17.28792384,65.32987076,,
243,243,Malaysia,Sub-Saharan Africa,5.77,2015,Low income,IDA,HIPC,99.99858856,99.53637,6.662724581,4.943735496,4.821489965,28.94059539,44.56387882,17.09,4.865,33.197,,18.58199442,0.034079000000000005,296636000000.0,5.091515721,32.7836632,,4.806323567,4.0,7.6,30723155,,11.521,5.194442588999999,330345.0,14.28046125,133.4597022,3.099999905,
244,244,Malaysia,Sub-Saharan Africa,6.005,2016,Low income,IDA,HIPC,100.0,98.91333,3.0654858660000004,1.531727691,4.821489965,29.04804312,44.29552854,17.052,4.93,33.787040000000005,39.42596,17.01817098,,296753000000.0,4.223410194,32.58687917,,4.418903337,4.1,7.7,31187265,13.21255,11.61165,,330345.0,13.75632402,128.8243895,3.440000057,
245,245,Malaysia,Sub-Saharan Africa,6.084000111,2017,Low income,IDA,HIPC,99.99929428,98.60314,,,,,44.10520795,,,,,,,314710000000.0,5.897009292999999,32.50025861,,6.025024364,4.3,7.9,31624264,11.8761,11.6556,,330345.0,,135.83745880000004,3.410000086,
246,246,Mali,East Asia & Pacific,3.995,2015,Upper middle income,IBRD,,37.6,60.56794,17.85474166,14.44714367,4.4,,101.8716218,43.219,10.667,45.132,33.00698,12.27662206,36.37017601,13099495530.0,5.962581591,5.208663747,49.36653,,36.8,113.7,17467905,19.192970000000006,42.70695,61.52698472,1240190.0,14.09510924,63.63964146,7.729199886,
247,247,Mali,East Asia & Pacific,4.073,2016,Upper middle income,IBRD,,35.06949997,62.06596,7.872503269,4.713737569,4.4,,101.4600528,42.63399999999999,10.32,,,12.31989552,,14010787738.0,5.799999995,5.895452832,,,36.1,109.6,17994837,19.4834,39.08605,,1240190.0,15.40227657,63.78965096,1.366999984,
248,248,Mali,East Asia & Pacific,4.190000057,2017,Upper middle income,IBRD,,36.334749985,67.25739,,,,,100.9025782,,,,,12.50163249,,15334336144.0,5.400000102999999,6.458809991,,,35.4,106.0,18541980,17.43224,38.22009,,1240190.0,15.87603137,61.80884567,,
249,249,Malta,Sub-Saharan Africa,6.3020000000000005,2015,Low income,IDA,HIPC,100.0,98.48684,,,7.000113369,31.35842842,48.76556003,10.0,8.0,24.27479,37.54411,37.48775265,0.0125555,10554669618.0,9.621648064,33.55081879,,,4.5,6.6,445053,7.795719999999998,13.49445,5.3550047460000005,320.0,25.66579418,272.3983822,5.39109993,
250,250,Malta,Sub-Saharan Africa,6.488,2016,Low income,IDA,HIPC,100.0,97.5698,,,7.000113369,33.04909713,50.02998254,10.2,7.6,,,36.24852281,,11274020601.0,5.230584947,36.60032982,,,4.5,6.5,455356,7.21022,13.02685,,320.0,26.25580777,264.6213417,,
251,251,Malta,Sub-Saharan Africa,6.52699995,2017,Low income,IDA,HIPC,100.0,,,,,,51.17976177,,,,,,,12518134319.0,6.422489314,39.69112992,,,4.4,6.4,465292,,,,320.0,,249.197969,4.567200184,
252,252,Mauritania,Middle East & North Africa,4.436,2015,High income: nonOECD,,Euro area,39.5,,-5.42250885,-8.100425615,2.93,20.32076678,76.48914819,34.574,7.96,,,,8.72727732,4844223107.0,1.399999997,19.61194856,,,35.1,84.1,4182341,33.54677,35.81193,32.15957247,1030700.0,,109.364892,,
253,253,Mauritania,Middle East & North Africa,4.2010000000000005,2016,High income: nonOECD,,Euro area,41.65210724,71.22938,1.249123699,-1.544620073,2.93,24.75174089,76.12671898,34.155,7.88,55.90347,25.86476,,,4739298730.0,2.0,21.44130183,,,34.5,81.5,4301018,26.36771,36.36696,,1030700.0,,100.5284103,,
